"","landscape","site","year","uniqueID","spring.start","spring.end","spring.gap.start","spring.gap.end","spring.exposure","summer.start","summer.end","summer.gap.start","summer.gap.end","summer.exposure","total.exposure","honey.bee.abund","richness","total.abundance"
"560","WAN","WAN06",2015,"WAN062015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,25,29,99
"561","WAN","WAN07",2015,"WAN072015",2015-04-22,2015-05-20,NA,NA,28,2015-08-05,2015-08-31,NA,NA,26,54,3,2,2
"562","WAN","WAN08",2015,"WAN082015",2015-04-22,2015-06-02,NA,NA,41,2015-08-18,2015-08-31,NA,NA,13,54,1,10,31
"563","WAN","WAN09",2015,"WAN092015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,26,30,211
"564","WAN","WAN10",2015,"WAN102015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,9,33,90
"565","WAN","WAN11",2015,"WAN112015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-05,NA,NA,14,55,0,12,26
"566","WAN","WAN12",2015,"WAN122015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,0,22,74
"567","WAN","WAN13",2015,"WAN132015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,9,9,18
"568","WAN","WAN14",2015,"WAN142015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,17,15,24
"569","WAN","WAN15",2015,"WAN152015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,2015-08-05,2015-08-18,27,68,7,22,38
"570","WAN","WAN16",2015,"WAN162015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-18,NA,NA,27,68,0,16,20
"571","FBG","FBG01",2016,"FBG012016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,10,61,318
"572","FBG","FBG02",2016,"FBG022016",2016-04-20,2016-06-01,2016-05-04,2016-05-18,28,2016-07-13,2016-08-24,NA,NA,42,70,24,34,84
"573","FBG","FBG03",2016,"FBG032016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,3,23,53
"574","FBG","FBG04",2016,"FBG042016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-10,NA,NA,28,70,20,34,177
"575","FBG","FBG05",2016,"FBG052016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,9,41,151
"576","FBG","FBG06",2016,"FBG062016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,13,46,273
"577","FBG","FBG07",2016,"FBG072016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,6,40,172
"578","FBG","FBG08",2016,"FBG082016",2016-05-04,2016-06-01,NA,NA,28,2016-07-13,2016-08-24,NA,NA,42,70,1,12,40
"579","FBG","FBG09",2016,"FBG092016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,2,44,190
"580","FBG","FBG10",2016,"FBG102016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,11,40,236
"581","FBG","FBG11",2016,"FBG112016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,6,49,142
"582","FBG","FBG12",2016,"FBG122016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,2016-07-27,2016-08-10,28,70,3,34,65
"583","FBG","FBG13",2016,"FBG132016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,23,49,183
"584","FBG","FBG14",2016,"FBG142016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,5,34,105
"585","FBG","FBG15",2016,"FBG152016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,9,30,117
"586","FBG","FBG16",2016,"FBG162016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,5,28,112
"587","GFH","GFH01",2016,"GFH012016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,3,8,23
"588","GFH","GFH02",2016,"GFH022016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,6,23,62
"589","GFH","GFH03",2016,"GFH032016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,14,37,125
"590","GFH","GFH04",2016,"GFH042016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,5,38,153
"591","GFH","GFH05",2016,"GFH052016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,9,27,74
"592","GFH","GFH06",2016,"GFH062016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,1,12,14
"593","GFH","GFH07",2016,"GFH072016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,21,11,23
"594","GFH","GFH08",2016,"GFH082016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,11,20,27
"595","GFH","GFH09",2016,"GFH092016",2016-04-19,2016-05-19,NA,NA,30,2016-07-12,2016-08-23,NA,NA,42,72,2,15,22
"596","GFH","GFH10",2016,"GFH102016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,5,26,59
"597","GFH","GFH11",2016,"GFH112016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,13,24,77
"598","GFH","GFH12",2016,"GFH122016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,4,19,56
"599","GFH","GFH13",2016,"GFH132016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,4,19,29
"600","GFH","GFH14",2016,"GFH142016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,7,30,70
"601","GFH","GFH15",2016,"GFH152016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,30,27,61
"602","GFH","GFH16",2016,"GFH162016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,8,31,122
"603","HAR","HAR01",2016,"HAR012016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,12,35,114
"604","HAR","HAR02",2016,"HAR022016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,0,21,73
"605","HAR","HAR03",2016,"HAR032016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,7,21,60
"606","HAR","HAR04",2016,"HAR042016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,2,17,47
"607","HAR","HAR05",2016,"HAR052016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,12,36,235
"608","HAR","HAR06",2016,"HAR062016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,254,28,93
"609","HAR","HAR07",2016,"HAR072016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,9,19,74
"610","HAR","HAR08",2016,"HAR082016",2016-04-18,2016-05-30,2016-05-02,2016-05-17,27,2016-07-11,2016-08-22,2016-07-25,2016-08-08,28,55,3,12,22
"611","HAR","HAR09",2016,"HAR092016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,4,27,91
"612","HAR","HAR10",2016,"HAR102016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,2016-07-25,2016-08-08,28,70,17,31,156
"613","HAR","HAR11",2016,"HAR112016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-08,NA,NA,28,70,1,14,35
"614","HAR","HAR12",2016,"HAR122016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-07-25,NA,NA,14,56,6,18,65
"615","HAR","HAR13",2016,"HAR132016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,10,15,35
"616","HAR","HAR14",2016,"HAR142016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,2016-07-25,2016-08-08,28,70,17,18,59
"617","HAR","HAR15",2016,"HAR152016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,45,32,100
"618","HAR","HAR16",2016,"HAR162016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,17,35,165
"619","SIP","SIP01",2016,"SIP012016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,4,21,54
"620","SIP","SIP02",2016,"SIP022016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,1,24,65
"621","SIP","SIP03",2016,"SIP032016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,1,27,89
"622","SIP","SIP05",2016,"SIP052016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,1,28,88
"623","SIP","SIP06",2016,"SIP062016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-09,NA,NA,28,70,2,23,60
"624","SIP","SIP07",2016,"SIP072016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,4,20,95
"625","SIP","SIP08",2016,"SIP082016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,0,20,60
"626","SIP","SIP09",2016,"SIP092016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,0,24,111
"627","SIP","SIP10",2016,"SIP102016",2016-04-19,2016-05-19,NA,NA,30,2016-07-12,2016-08-23,2016-07-26,2016-08-09,28,58,3,14,26
"628","SIP","SIP11",2016,"SIP112016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,4,20,71
"629","SIP","SIP12",2016,"SIP122016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,8,20,41
"630","SIP","SIP13",2016,"SIP132016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,0,17,43
"631","SIP","SIP14",2016,"SIP142016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,6,22,58
"632","SIP","SIP15",2016,"SIP152016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,6,28,109
"633","SIP","SIP16",2016,"SIP162016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,3,19,59
"634","SST","SST01",2016,"SST012016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-10,NA,NA,28,70,0,41,171
"635","SST","SST02",2016,"SST022016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-10,NA,NA,28,70,1,37,148
"636","SST","SST03",2016,"SST032016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,8,30,129
"637","SST","SST04",2016,"SST042016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,38,39,146
"638","SST","SST05",2016,"SST052016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,4,33,136
"639","SST","SST06",2016,"SST062016",2016-04-20,2016-06-01,2016-05-04,2016-05-18,28,2016-07-13,2016-08-24,NA,NA,42,70,3,16,34
"640","SST","SST07",2016,"SST072016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,4,26,63
"641","SST","SST08",2016,"SST082016",2016-04-20,2016-05-18,NA,NA,28,2016-07-13,2016-08-24,NA,NA,42,70,15,33,76
"642","SST","SST09",2016,"SST092016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,2,19,40
"643","SST","SST10",2016,"SST102016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,11,44,230
"644","SST","SST11",2016,"SST112016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,2,34,114
"645","SST","SST12",2016,"SST122016",2016-04-20,2016-05-18,NA,NA,28,2016-07-13,2016-08-24,NA,NA,42,70,2,23,71
"646","SST","SST13",2016,"SST132016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,4,28,69
"647","SST","SST14",2016,"SST142016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,8,38,360
"648","SST","SST15",2016,"SST152016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,0,30,96
"649","SST","SST16",2016,"SST162016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,6,39,220
"650","WAN","WAN01",2016,"WAN012016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,19,35,160
"651","WAN","WAN02",2016,"WAN022016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,16,17,70
"652","WAN","WAN03",2016,"WAN032016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,11,23,115
"653","WAN","WAN04",2016,"WAN042016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,8,21,81
"654","WAN","WAN05",2016,"WAN052016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,8,20,127
"655","WAN","WAN06",2016,"WAN062016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,10,16,58
"656","WAN","WAN07",2016,"WAN072016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,8,13,20
"657","WAN","WAN08",2016,"WAN082016",2016-04-18,2016-05-30,NA,NA,42,2016-07-25,2016-08-22,NA,NA,28,70,3,8,54
"658","WAN","WAN09",2016,"WAN092016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,24,29,151
"659","WAN","WAN10",2016,"WAN102016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,18,25,146
"660","WAN","WAN11",2016,"WAN112016",2016-04-18,2016-05-30,NA,NA,42,2016-07-25,2016-08-08,NA,NA,14,56,1,4,25
"661","WAN","WAN12",2016,"WAN122016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,6,30,170
"662","WAN","WAN13",2016,"WAN132016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,2016-07-25,2016-08-08,28,70,15,6,44
"663","WAN","WAN14",2016,"WAN142016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-08,NA,NA,28,70,6,15,52
"664","WAN","WAN15",2016,"WAN152016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,4,31,72
"665","WAN","WAN16",2016,"WAN162016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-08,NA,NA,28,70,1,22,56
"666","FBG","FBG01",2017,"FBG012017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,14,52,251
"667","FBG","FBG02",2017,"FBG022017",2017-05-17,2017-05-31,NA,NA,14,2017-07-26,2017-09-06,NA,NA,42,56,16,34,143
"668","FBG","FBG03",2017,"FBG032017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,2,39,121
"669","FBG","FBG04",2017,"FBG042017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,7,43,210
"670","FBG","FBG05",2017,"FBG052017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,16,49,201
"671","FBG","FBG06",2017,"FBG062017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,34,46,295
"672","FBG","FBG07",2017,"FBG072017",NA,NA,NA,NA,NA,2017-07-26,2017-09-06,NA,NA,42,NA,41,30,132
"673","FBG","FBG08",2017,"FBG082017",NA,NA,NA,NA,NA,2017-07-26,2017-09-06,NA,NA,42,NA,0,28,169
"674","FBG","FBG09",2017,"FBG092017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,4,43,214
"675","FBG","FBG10",2017,"FBG102017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,13,66,757
"676","FBG","FBG11",2017,"FBG112017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-08-09,NA,NA,14,55,11,39,166
"677","FBG","FBG12",2017,"FBG122017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,15,41,143
"678","FBG","FBG13",2017,"FBG132017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,57,69,914
"679","FBG","FBG14",2017,"FBG142017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,6,33,109
"680","FBG","FBG15",2017,"FBG152017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,7,41,186
"681","FBG","FBG16",2017,"FBG162017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,8,46,120
"682","GFH","GFH01",2017,"GFH012017",2017-04-19,2017-05-30,NA,NA,41,2017-08-22,2017-09-05,NA,NA,14,55,3,17,34
"683","GFH","GFH02",2017,"GFH022017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,1,22,81
"684","GFH","GFH03",2017,"GFH032017",NA,NA,NA,NA,NA,2017-07-25,2017-09-05,NA,NA,42,NA,7,10,15
"685","GFH","GFH04",2017,"GFH042017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,14,36,96
"686","GFH","GFH05",2017,"GFH052017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,28,30,98
"687","GFH","GFH06",2017,"GFH062017",2017-04-19,2017-05-30,NA,NA,41,2017-08-08,2017-09-05,NA,NA,28,69,0,13,21
"688","GFH","GFH07",2017,"GFH072017",2017-04-19,2017-05-30,NA,NA,41,2017-08-08,2017-09-05,NA,NA,28,69,14,23,49
"689","GFH","GFH08",2017,"GFH082017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,4,15,25
"690","GFH","GFH09",2017,"GFH092017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,2,26,60
"691","GFH","GFH10",2017,"GFH102017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,2017-08-08,2017-08-22,28,69,4,15,25
"692","GFH","GFH11",2017,"GFH112017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,17,26,96
"693","GFH","GFH12",2017,"GFH122017",NA,NA,NA,NA,NA,2017-07-25,2017-09-05,2017-08-08,2017-08-22,28,NA,4,12,21
"694","GFH","GFH13",2017,"GFH132017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,16,27,41
"695","GFH","GFH14",2017,"GFH142017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,4,20,56
"696","GFH","GFH15",2017,"GFH152017",NA,NA,NA,NA,NA,2017-07-25,2017-09-05,2017-08-08,2017-08-22,28,NA,2,8,13
"697","GFH","GFH16",2017,"GFH162017",NA,NA,NA,NA,NA,2017-08-08,2017-09-05,NA,NA,28,NA,2,12,22
"698","HAR","HAR01",2017,"HAR012017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-09-04,NA,NA,42,83,5,43,219
"699","HAR","HAR02",2017,"HAR022017",NA,NA,NA,NA,NA,2017-07-24,2017-09-04,NA,NA,42,NA,2,9,11
"700","HAR","HAR03",2017,"HAR032017",NA,NA,NA,NA,NA,2017-07-24,2017-09-04,NA,NA,42,NA,9,7,9
"701","HAR","HAR04",2017,"HAR042017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-08-21,NA,NA,28,69,0,23,61
"702","HAR","HAR05",2017,"HAR052017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-09-04,NA,NA,42,83,24,53,443
"703","HAR","HAR06",2017,"HAR062017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-09-04,NA,NA,42,83,13,53,516
"704","HAR","HAR07",2017,"HAR072017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-09-04,NA,NA,42,83,6,21,115
"705","HAR","HAR08",2017,"HAR082017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-09-04,NA,NA,42,83,10,26,79
"706","HAR","HAR09",2017,"HAR092017",NA,NA,NA,NA,NA,2017-08-07,2017-09-04,NA,NA,28,NA,17,10,18
"707","HAR","HAR10",2017,"HAR102017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-09-04,NA,NA,42,83,50,44,248
"708","HAR","HAR11",2017,"HAR112017",2017-04-18,2017-05-29,NA,NA,41,2017-08-07,2017-09-04,NA,NA,28,69,12,38,160
"709","HAR","HAR12",2017,"HAR122017",2017-04-18,2017-05-29,2017-05-02,2017-05-15,28,2017-08-07,2017-09-04,NA,NA,28,56,6,18,49
"710","HAR","HAR13",2017,"HAR132017",NA,NA,NA,NA,NA,2017-07-24,2017-09-04,NA,NA,42,NA,19,10,11
"711","HAR","HAR14",2017,"HAR142017",NA,NA,NA,NA,NA,2017-07-24,2017-09-04,NA,NA,42,NA,62,5,7
"712","HAR","HAR15",2017,"HAR152017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-09-04,NA,NA,42,83,43,42,186
"713","HAR","HAR16",2017,"HAR162017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-09-04,NA,NA,42,83,20,42,197
"714","SIP","SIP01",2017,"SIP012017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,2017-08-08,2017-08-22,28,69,3,29,146
"715","SIP","SIP02",2017,"SIP022017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,0,27,126
"716","SIP","SIP03",2017,"SIP032017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-08-22,NA,NA,28,69,1,27,82
"717","SIP","SIP05",2017,"SIP052017",2017-04-19,2017-05-30,NA,NA,41,2017-08-08,2017-08-22,NA,NA,14,55,1,17,30
"718","SIP","SIP06",2017,"SIP062017",2017-05-30,2017-06-13,NA,NA,14,2017-07-25,2017-09-05,NA,NA,42,56,2,13,16
"719","SIP","SIP07",2017,"SIP072017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,2,20,110
"720","SIP","SIP08",2017,"SIP082017",2017-04-19,2017-06-13,2017-05-03,2017-05-16,42,2017-07-25,2017-09-05,NA,NA,42,84,0,19,56
"721","SIP","SIP09",2017,"SIP092017",2017-04-19,2017-06-13,NA,NA,55,2017-07-25,2017-09-05,NA,NA,42,97,2,22,46
"722","SIP","SIP10",2017,"SIP102017",2017-05-30,2017-06-13,NA,NA,14,2017-07-25,2017-09-05,NA,NA,42,56,3,10,18
"723","SIP","SIP11",2017,"SIP112017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,11,28,81
"724","SIP","SIP12",2017,"SIP122017",2017-04-19,2017-06-13,NA,NA,55,2017-07-25,2017-09-05,NA,NA,42,97,5,21,58
"725","SIP","SIP13",2017,"SIP132017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,0,11,35
"726","SIP","SIP14",2017,"SIP142017",2017-04-19,2017-05-30,NA,NA,41,2017-08-08,2017-09-05,NA,NA,28,69,0,15,48
"727","SIP","SIP15",2017,"SIP152017",2017-05-30,2017-06-13,NA,NA,14,2017-07-25,2017-09-05,NA,NA,42,56,23,18,37
"728","SIP","SIP16",2017,"SIP162017",2017-05-30,2017-06-13,NA,NA,14,2017-07-25,2017-08-22,NA,NA,28,42,1,11,20
"729","SST","SST01",2017,"SST012017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,3,41,231
"730","SST","SST02",2017,"SST022017",NA,NA,NA,NA,NA,2017-07-26,2017-09-06,NA,NA,42,NA,6,13,29
"731","SST","SST03",2017,"SST032017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,84,40,243
"732","SST","SST04",2017,"SST042017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,119,50,166
"733","SST","SST05",2017,"SST052017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-08-23,NA,NA,28,69,0,35,107
"734","SST","SST06",2017,"SST062017",NA,NA,NA,NA,NA,2017-07-26,2017-09-06,NA,NA,42,NA,6,16,42
"735","SST","SST07",2017,"SST072017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,7,35,131
"736","SST","SST08",2017,"SST082017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,52,43,176
"737","SST","SST09",2017,"SST092017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,5,40,135
"738","SST","SST10",2017,"SST102017",NA,NA,NA,NA,NA,2017-07-26,2017-09-06,NA,NA,42,NA,0,8,29
"739","SST","SST11",2017,"SST112017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-08-09,NA,NA,14,55,0,38,294
"740","SST","SST12",2017,"SST122017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-08-23,NA,NA,28,69,13,41,211
"741","SST","SST13",2017,"SST132017",2017-04-20,2017-05-31,NA,NA,41,2017-08-09,2017-09-06,NA,NA,28,69,3,38,138
"742","SST","SST14",2017,"SST142017",2017-04-20,2017-05-31,NA,NA,41,2017-08-09,2017-09-06,NA,NA,28,69,8,32,175
"743","SST","SST15",2017,"SST152017",2017-04-20,2017-05-04,NA,NA,14,2017-07-26,2017-09-06,NA,NA,42,56,2,26,518
"744","SST","SST16",2017,"SST162017",2017-05-04,2017-05-31,NA,NA,27,2017-07-26,2017-09-06,NA,NA,42,69,18,47,196
"745","WAN","WAN01",2017,"WAN012017",2017-05-15,2017-05-29,NA,NA,14,2017-07-24,2017-09-04,NA,NA,42,56,6,24,60
"746","WAN","WAN02",2017,"WAN022017",NA,NA,NA,NA,NA,2017-07-24,2017-09-04,NA,NA,42,NA,12,11,20
"747","WAN","WAN03",2017,"WAN032017",2017-05-02,2017-05-29,NA,NA,27,2017-07-24,2017-09-04,NA,NA,42,69,6,21,48
