"location","site","year","season","abundance","richness","exposure_days"
"SIP","SIP16",2017,"summer",16,4,28
"SST","SST01",2017,"summer",30,5,42
"SST","SST02",2017,"summer",35,6,42
"SST","SST03",2017,"summer",115,6,42
"SST","SST04",2017,"summer",157,6,42
"SST","SST05",2017,"summer",21,5,28
"SST","SST06",2017,"summer",48,6,42
"SST","SST07",2017,"summer",26,5,42
"SST","SST08",2017,"summer",77,5,42
"SST","SST09",2017,"summer",106,8,42
"SST","SST10",2017,"summer",29,5,42
"SST","SST11",2017,"summer",1,1,14
"SST","SST12",2017,"summer",32,5,28
"SST","SST13",2017,"summer",23,3,28
"SST","SST14",2017,"summer",35,4,28
"SST","SST15",2017,"summer",17,4,42
"SST","SST16",2017,"summer",56,7,42
"WAN","WAN01",2017,"summer",25,4,42
"WAN","WAN02",2017,"summer",32,5,42
"WAN","WAN03",2017,"summer",7,2,42
"WAN","WAN04",2017,"summer",20,4,42
"WAN","WAN05",2017,"summer",8,3,42
"WAN","WAN06",2017,"summer",12,2,42
"WAN","WAN07",2017,"summer",9,3,42
"WAN","WAN08",2017,"summer",9,3,42
"WAN","WAN09",2017,"summer",99,5,42
"WAN","WAN10",2017,"summer",94,7,42
"WAN","WAN11",2017,"summer",2,1,14
"WAN","WAN12",2017,"summer",72,8,42
"WAN","WAN13",2017,"summer",62,2,42
"WAN","WAN14",2017,"summer",59,4,42
"WAN","WAN15",2017,"summer",11,3,42
"WAN","WAN16",2017,"summer",30,5,42
"FBG","FBG01",2018,"summer",43,6,42
"FBG","FBG02",2018,"summer",142,8,28
"FBG","FBG03",2018,"summer",17,5,42
"FBG","FBG04",2018,"summer",41,6,42
"FBG","FBG05",2018,"summer",47,6,42
"FBG","FBG06",2018,"summer",55,4,42
"FBG","FBG07",2018,"summer",255,8,42
"FBG","FBG08",2018,"summer",216,6,42
"FBG","FBG09",2018,"summer",13,3,42
"FBG","FBG10",2018,"summer",152,9,42
"FBG","FBG11",2018,"summer",34,4,42
"FBG","FBG12",2018,"summer",23,4,42
"FBG","FBG13",2018,"summer",111,7,42
"FBG","FBG14",2018,"summer",69,6,42
"FBG","FBG15",2018,"summer",30,4,28
"FBG","FBG16",2018,"summer",122,10,42
"GFH","GFH01",2018,"summer",4,1,29
"GFH","GFH02",2018,"summer",3,1,28
"GFH","GFH04",2018,"summer",20,3,42
"GFH","GFH05",2018,"summer",10,2,29
"GFH","GFH06",2018,"summer",10,2,42
"GFH","GFH07",2018,"summer",12,3,42
"GFH","GFH08",2018,"summer",9,2,42
"GFH","GFH09",2018,"summer",16,4,42
"GFH","GFH10",2018,"summer",9,2,42
"GFH","GFH11",2018,"summer",23,4,42
"GFH","GFH12",2018,"summer",7,2,42
"GFH","GFH13",2018,"summer",18,3,42
"GFH","GFH14",2018,"summer",36,4,42
"GFH","GFH15",2018,"summer",15,3,28
"GFH","GFH16",2018,"summer",14,3,42
"HAR","HAR01",2018,"summer",65,6,42
"HAR","HAR02",2018,"summer",88,7,42
"HAR","HAR03",2018,"summer",44,6,42
"HAR","HAR04",2018,"summer",19,4,42
"HAR","HAR05",2018,"summer",45,5,42
"HAR","HAR06",2018,"summer",163,9,42
"HAR","HAR07",2018,"summer",31,4,42
"HAR","HAR08",2018,"summer",10,3,42
"HAR","HAR09",2018,"summer",184,12,42
"HAR","HAR10",2018,"summer",89,8,28
"HAR","HAR11",2018,"summer",96,9,42
"HAR","HAR12",2018,"summer",22,4,42
"HAR","HAR13",2018,"summer",116,10,42
"HAR","HAR14",2018,"summer",124,8,28
"HAR","HAR15",2018,"summer",203,10,42
"HAR","HAR16",2018,"summer",69,6,28
"SIP","SIP01",2018,"summer",23,4,28
"SIP","SIP02",2018,"summer",12,3,42
"SIP","SIP03",2018,"summer",9,2,28
"SIP","SIP05",2018,"summer",3,1,28
"SIP","SIP06",2018,"summer",15,3,42
"SIP","SIP07",2018,"summer",6,3,42
"SIP","SIP08",2018,"summer",15,3,42
"SIP","SIP09",2018,"summer",11,3,28
"SIP","SIP10",2018,"summer",8,2,42
"SIP","SIP11",2018,"summer",10,2,42
"SIP","SIP12",2018,"summer",13,3,42
"SIP","SIP13",2018,"summer",10,3,28
"SIP","SIP14",2018,"summer",59,5,42
"SIP","SIP15",2018,"summer",17,3,42
"SIP","SIP16",2018,"summer",30,5,42
"SST","SST01",2018,"summer",15,4,42
"SST","SST02",2018,"summer",5,2,28
"SST","SST03",2018,"summer",38,4,42
"SST","SST04",2018,"summer",43,5,42
"SST","SST05",2018,"summer",26,5,42
"SST","SST06",2018,"summer",18,3,42
"SST","SST07",2018,"summer",5,2,14
"SST","SST08",2018,"summer",18,3,42
"SST","SST09",2018,"summer",33,5,42
"SST","SST10",2018,"summer",41,3,42
"SST","SST11",2018,"summer",3,1,14
"SST","SST12",2018,"summer",25,4,42
"SST","SST13",2018,"summer",48,6,42
"SST","SST14",2018,"summer",9,2,42
"SST","SST15",2018,"summer",12,3,42
"SST","SST16",2018,"summer",12,2,42
"WAN","WAN01",2018,"summer",28,5,28
"WAN","WAN02",2018,"summer",21,3,42
"WAN","WAN03",2018,"summer",12,3,28
"WAN","WAN04",2018,"summer",23,4,42
"WAN","WAN05",2018,"summer",7,3,42
"WAN","WAN06",2018,"summer",41,5,42
"WAN","WAN07",2018,"summer",8,1,42
"WAN","WAN08",2018,"summer",12,3,42
"WAN","WAN09",2018,"summer",34,5,42
"WAN","WAN10",2018,"summer",54,6,42
"WAN","WAN11",2018,"summer",1,1,14
"WAN","WAN12",2018,"summer",20,4,28
"WAN","WAN13",2018,"summer",3,1,28
"WAN","WAN14",2018,"summer",5,2,28
"WAN","WAN15",2018,"summer",11,3,42
"WAN","WAN16",2018,"summer",5,1,28
"FBG","FBG01",2019,"summer",235,15,42
"FBG","FBG02",2019,"summer",101,9,42
"FBG","FBG03",2019,"summer",15,2,42
"FBG","FBG04",2019,"summer",19,4,42
"FBG","FBG05",2019,"summer",61,7,42
"FBG","FBG06",2019,"summer",36,5,28
"FBG","FBG07",2019,"summer",117,9,42
"FBG","FBG08",2019,"summer",94,8,42
"FBG","FBG09",2019,"summer",48,6,42
"FBG","FBG10",2019,"summer",47,7,42
"FBG","FBG11",2019,"summer",17,3,42
"FBG","FBG12",2019,"summer",17,4,28
"FBG","FBG13",2019,"summer",138,12,42
"FBG","FBG14",2019,"summer",111,8,42
"FBG","FBG15",2019,"summer",60,7,42
"FBG","FBG16",2019,"summer",21,3,42
"GFH","GFH01",2019,"summer",8,1,28
"GFH","GFH02",2019,"summer",12,3,43
"GFH","GFH03",2019,"summer",56,5,43
"GFH","GFH04",2019,"summer",36,4,29
"GFH","GFH05",2019,"summer",41,5,43
"GFH","GFH06",2019,"summer",20,4,29
"GFH","GFH07",2019,"summer",10,2,29
"GFH","GFH08",2019,"summer",13,3,43
"GFH","GFH09",2019,"summer",11,2,43
"GFH","GFH10",2019,"summer",26,4,43
"GFH","GFH11",2019,"summer",287,13,43
"GFH","GFH12",2019,"summer",14,3,43
"GFH","GFH13",2019,"summer",40,5,43
"GFH","GFH14",2019,"summer",75,5,43
"GFH","GFH15",2019,"summer",138,10,43
"GFH","GFH16",2019,"summer",75,6,43
"HAR","HAR01",2019,"summer",53,6,43
"HAR","HAR02",2019,"summer",46,6,43
"HAR","HAR03",2019,"summer",17,3,28
"HAR","HAR04",2019,"summer",11,2,43
"HAR","HAR05",2019,"summer",100,10,43
"HAR","HAR06",2019,"summer",36,5,43
"HAR","HAR07",2019,"summer",15,2,28
"HAR","HAR08",2019,"summer",11,2,29
"HAR","HAR09",2019,"summer",71,7,43
"HAR","HAR10",2019,"summer",104,10,43
"HAR","HAR11",2019,"summer",23,3,43
"HAR","HAR12",2019,"summer",16,2,29
"HAR","HAR13",2019,"summer",80,8,43
"HAR","HAR14",2019,"summer",64,6,43
"HAR","HAR15",2019,"summer",226,10,43
"HAR","HAR16",2019,"summer",84,7,43
"SIP","SIP01",2019,"summer",13,3,43
"SIP","SIP02",2019,"summer",43,6,43
"SIP","SIP03",2019,"summer",32,5,29
"SIP","SIP05",2019,"summer",21,3,43
"SIP","SIP06",2019,"summer",23,2,43
"SIP","SIP07",2019,"summer",21,3,43
"SIP","SIP08",2019,"summer",16,4,43
"SIP","SIP09",2019,"summer",28,5,43
"SIP","SIP10",2019,"summer",21,2,43
"SIP","SIP11",2019,"summer",56,3,43
"SIP","SIP12",2019,"summer",20,2,43
"SIP","SIP13",2019,"summer",35,5,43
"SIP","SIP14",2019,"summer",44,4,43
"SIP","SIP15",2019,"summer",18,3,29
"SIP","SIP16",2019,"summer",20,4,43
"SST","SST01",2019,"summer",16,3,43
"SST","SST02",2019,"summer",21,3,43
"SST","SST03",2019,"summer",10,3,28
"SST","SST04",2019,"summer",29,4,43
"SST","SST05",2019,"summer",8,2,43
"SST","SST06",2019,"summer",39,3,28
"SST","SST07",2019,"summer",25,5,43
"SST","SST08",2019,"summer",26,4,43
"SST","SST09",2019,"summer",98,9,43
"SST","SST10",2019,"summer",34,5,43
"SST","SST11",2019,"summer",24,4,43
"SST","SST12",2019,"summer",39,3,43
"SST","SST13",2019,"summer",49,5,43
"SST","SST14",2019,"summer",41,6,43
"SST","SST15",2019,"summer",5,2,14
"SST","SST16",2019,"summer",5,2,28
"WAN","WAN01",2019,"summer",41,5,43
"WAN","WAN02",2019,"summer",30,4,43
"WAN","WAN03",2019,"summer",14,2,43
"WAN","WAN04",2019,"summer",26,4,43
"WAN","WAN05",2019,"summer",14,3,43
"WAN","WAN06",2019,"summer",40,5,43
"WAN","WAN07",2019,"summer",16,3,43
"WAN","WAN08",2019,"summer",7,2,29
"WAN","WAN09",2019,"summer",18,4,43
"WAN","WAN10",2019,"summer",77,7,43
"WAN","WAN11",2019,"summer",1,1,14
"WAN","WAN12",2019,"summer",22,4,43
"WAN","WAN13",2019,"summer",24,5,43
"WAN","WAN14",2019,"summer",22,3,43
"WAN","WAN15",2019,"summer",18,3,43
"WAN","WAN16",2019,"summer",14,4,29
"FBG","FBG01",2020,"summer",55,6,42
"FBG","FBG02",2020,"summer",31,4,42
"FBG","FBG03",2020,"summer",34,4,42
"FBG","FBG04",2020,"summer",14,3,42
"FBG","FBG05",2020,"summer",41,4,28
"FBG","FBG06",2020,"summer",68,7,42
"FBG","FBG07",2020,"summer",32,4,42
"FBG","FBG08",2020,"summer",84,6,42
"FBG","FBG09",2020,"summer",60,7,42
"FBG","FBG10",2020,"summer",66,6,42
"FBG","FBG11",2020,"summer",27,4,28
"FBG","FBG12",2020,"summer",41,6,42
"FBG","FBG13",2020,"summer",133,10,42
"FBG","FBG14",2020,"summer",64,7,42
"FBG","FBG15",2020,"summer",34,4,28
"FBG","FBG16",2020,"summer",20,4,42
"GFH","GFH01",2020,"summer",22,3,42
"GFH","GFH02",2020,"summer",37,5,42
"GFH","GFH03",2020,"summer",38,4,42
"GFH","GFH04",2020,"summer",24,3,42
"GFH","GFH05",2020,"summer",66,7,42
"GFH","GFH06",2020,"summer",45,6,42
"GFH","GFH07",2020,"summer",21,4,42
"GFH","GFH08",2020,"summer",20,3,42
"GFH","GFH09",2020,"summer",31,4,42
"GFH","GFH10",2020,"summer",37,4,42
"GFH","GFH11",2020,"summer",121,10,42
"GFH","GFH12",2020,"summer",38,4,42
"GFH","GFH13",2020,"summer",76,5,42
"GFH","GFH14",2020,"summer",44,4,42
"GFH","GFH15",2020,"summer",343,15,42
"GFH","GFH16",2020,"summer",56,5,42
"HAR","HAR01",2020,"summer",18,3,28
"HAR","HAR02",2020,"summer",36,5,28
"HAR","HAR03",2020,"summer",14,3,42
"HAR","HAR04",2020,"summer",28,4,42
"HAR","HAR05",2020,"summer",184,8,42
"HAR","HAR06",2020,"summer",32,5,42
"HAR","HAR07",2020,"summer",24,4,42
"HAR","HAR08",2020,"summer",13,2,42
"HAR","HAR09",2020,"summer",91,7,42
"HAR","HAR10",2020,"summer",126,7,42
"HAR","HAR11",2020,"summer",38,5,42
"HAR","HAR12",2020,"summer",15,3,42
"HAR","HAR13",2020,"summer",47,5,42
"HAR","HAR14",2020,"summer",129,7,42
"HAR","HAR15",2020,"summer",138,7,42
"HAR","HAR16",2020,"summer",65,6,42
"SIP","SIP01",2020,"summer",23,5,42
"SIP","SIP02",2020,"summer",64,7,42
"SIP","SIP03",2020,"summer",46,7,42
"SIP","SIP05",2020,"summer",28,4,42
"SIP","SIP06",2020,"summer",26,3,42
"SIP","SIP07",2020,"summer",42,7,42
"SIP","SIP08",2020,"summer",22,3,42
"SIP","SIP09",2020,"summer",13,3,42
"SIP","SIP10",2020,"summer",29,4,42
"SIP","SIP11",2020,"summer",17,3,42
"SIP","SIP12",2020,"summer",29,5,42
"SIP","SIP13",2020,"summer",13,4,28
"SIP","SIP14",2020,"summer",27,5,42
"SIP","SIP15",2020,"summer",40,5,42
"SIP","SIP16",2020,"summer",56,5,42
"SST","SST01",2020,"summer",19,4,28
"SST","SST02",2020,"summer",80,8,42
"SST","SST03",2020,"summer",95,7,42
"SST","SST04",2020,"summer",676,12,42
"SST","SST05",2020,"summer",117,10,42
"SST","SST06",2020,"summer",28,3,42
"SST","SST07",2020,"summer",16,2,42
"SST","SST08",2020,"summer",59,7,42
"SST","SST09",2020,"summer",156,10,42
"SST","SST10",2020,"summer",190,11,42
"SST","SST11",2020,"summer",16,3,42
"SST","SST12",2020,"summer",41,4,42
"SST","SST13",2020,"summer",196,10,42
"SST","SST14",2020,"summer",108,8,42
"SST","SST15",2020,"summer",49,7,42
"SST","SST16",2020,"summer",372,11,42
"WAN","WAN01",2020,"summer",23,3,42
"WAN","WAN02",2020,"summer",12,2,42
"WAN","WAN03",2020,"summer",14,3,42
"WAN","WAN04",2020,"summer",20,4,42
"WAN","WAN05",2020,"summer",11,2,28
"WAN","WAN06",2020,"summer",40,6,28
"WAN","WAN07",2020,"summer",21,4,42
"WAN","WAN08",2020,"summer",3,1,28
"WAN","WAN09",2020,"summer",17,4,42
"WAN","WAN10",2020,"summer",56,6,42
"WAN","WAN11",2020,"summer",3,1,28
"WAN","WAN12",2020,"summer",23,3,42
"WAN","WAN13",2020,"summer",10,3,42
"WAN","WAN14",2020,"summer",10,2,28
"WAN","WAN15",2020,"summer",20,4,42
"WAN","WAN16",2020,"summer",22,4,28
"FBG","FBG01",2021,"summer",169,12,42
"FBG","FBG02",2021,"summer",33,5,28
"FBG","FBG03",2021,"summer",18,3,28
"FBG","FBG04",2021,"summer",48,5,42
"FBG","FBG05",2021,"summer",43,6,28
"FBG","FBG06",2021,"summer",32,5,42
"FBG","FBG07",2021,"summer",62,7,42
"FBG","FBG08",2021,"summer",27,4,42
"FBG","FBG09",2021,"summer",28,4,28
"FBG","FBG10",2021,"summer",206,14,42
"FBG","FBG11",2021,"summer",17,4,42
"FBG","FBG12",2021,"summer",43,7,42
"FBG","FBG13",2021,"summer",102,9,42
"FBG","FBG14",2021,"summer",67,7,42
"FBG","FBG15",2021,"summer",32,5,42
"FBG","FBG16",2021,"summer",24,5,42
"GFH","GFH01",2021,"summer",26,4,42
"GFH","GFH02",2021,"summer",209,6,42
"GFH","GFH03",2021,"summer",81,8,42
"GFH","GFH04",2021,"summer",278,15,42
"GFH","GFH05",2021,"summer",133,9,42
"GFH","GFH06",2021,"summer",31,5,42
"GFH","GFH07",2021,"summer",17,3,42
"GFH","GFH08",2021,"summer",22,4,42
"GFH","GFH09",2021,"summer",32,4,42
"GFH","GFH10",2021,"summer",57,7,42
"GFH","GFH11",2021,"summer",51,7,42
"GFH","GFH12",2021,"summer",21,4,42
"GFH","GFH13",2021,"summer",31,4,42
"GFH","GFH14",2021,"summer",100,9,42
"GFH","GFH15",2021,"summer",50,5,42
"GFH","GFH16",2021,"summer",21,4,28
"HAR","HAR01",2021,"summer",45,6,42
"HAR","HAR02",2021,"summer",41,5,42
"HAR","HAR03",2021,"summer",31,4,42
"HAR","HAR04",2021,"summer",18,3,42
"HAR","HAR05",2021,"summer",76,9,42
"HAR","HAR06",2021,"summer",29,4,28
"HAR","HAR07",2021,"summer",61,8,42
"HAR","HAR08",2021,"summer",17,4,42
"HAR","HAR09",2021,"summer",88,8,42
"HAR","HAR10",2021,"summer",57,6,28
"HAR","HAR11",2021,"summer",104,8,42
"HAR","HAR12",2021,"summer",30,4,42
"HAR","HAR13",2021,"summer",50,4,42
"HAR","HAR14",2021,"summer",95,7,42
"HAR","HAR15",2021,"summer",149,10,28
"HAR","HAR16",2021,"summer",74,8,28
"SIP","SIP01",2021,"summer",9,2,28
"SIP","SIP02",2021,"summer",155,7,28
"SIP","SIP03",2021,"summer",60,8,28
"SIP","SIP05",2021,"summer",5,1,28
"SIP","SIP06",2021,"summer",33,6,28
"SIP","SIP07",2021,"summer",24,4,28
"SIP","SIP08",2021,"summer",13,2,28
"SIP","SIP09",2021,"summer",11,3,28
"SIP","SIP10",2021,"summer",13,3,28
"SIP","SIP11",2021,"summer",157,6,28
"SIP","SIP12",2021,"summer",31,5,28
"SIP","SIP13",2021,"summer",13,3,28
"SIP","SIP14",2021,"summer",17,4,28
"SIP","SIP15",2021,"summer",46,6,28
"SIP","SIP16",2021,"summer",100,9,28
"SST","SST01",2021,"summer",19,4,28
"SST","SST02",2021,"summer",53,5,28
"SST","SST03",2021,"summer",52,5,28
"SST","SST04",2021,"summer",74,5,28
"SST","SST05",2021,"summer",11,2,28
"SST","SST06",2021,"summer",36,4,28
"SST","SST07",2021,"summer",11,3,28
"SST","SST08",2021,"summer",19,3,28
"SST","SST09",2021,"summer",10,2,28
"SST","SST10",2021,"summer",16,4,28
"SST","SST11",2021,"summer",35,5,28
"SST","SST12",2021,"summer",16,3,28
"SST","SST13",2021,"summer",28,4,28
"SST","SST14",2021,"summer",37,4,28
"SST","SST15",2021,"summer",49,6,28
"SST","SST16",2021,"summer",194,13,28
"WAN","WAN01",2021,"summer",41,6,42
"WAN","WAN02",2021,"summer",39,6,42
"WAN","WAN03",2021,"summer",25,4,42
"WAN","WAN04",2021,"summer",45,5,42
"WAN","WAN05",2021,"summer",32,5,42
"WAN","WAN06",2021,"summer",57,6,42
"WAN","WAN07",2021,"summer",3,1,28
"WAN","WAN08",2021,"summer",11,3,42
"WAN","WAN09",2021,"summer",35,3,42
"WAN","WAN10",2021,"summer",87,8,42
"WAN","WAN11",2021,"summer",4,2,42
"WAN","WAN12",2021,"summer",36,5,42
"WAN","WAN13",2021,"summer",11,2,28
"WAN","WAN14",2021,"summer",51,5,42
"WAN","WAN15",2021,"summer",32,4,42
"WAN","WAN16",2021,"summer",12,2,42
