"","landscape","site","year","uniqueID","spring.start","spring.end","spring.gap.start","spring.gap.end","spring.exposure","summer.start","summer.end","summer.gap.start","summer.gap.end","summer.exposure","total.exposure","honey.bee.abund"
"582","FBG","FBG12",2016,"FBG122016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,2016-07-27,2016-08-10,28,70,3
"583","FBG","FBG13",2016,"FBG132016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,23
"584","FBG","FBG14",2016,"FBG142016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,5
"585","FBG","FBG15",2016,"FBG152016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,9
"586","FBG","FBG16",2016,"FBG162016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,5
"587","GFH","GFH01",2016,"GFH012016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,3
"588","GFH","GFH02",2016,"GFH022016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,6
"589","GFH","GFH03",2016,"GFH032016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,14
"590","GFH","GFH04",2016,"GFH042016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,5
"591","GFH","GFH05",2016,"GFH052016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,9
"592","GFH","GFH06",2016,"GFH062016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,1
"593","GFH","GFH07",2016,"GFH072016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,21
"594","GFH","GFH08",2016,"GFH082016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,11
"595","GFH","GFH09",2016,"GFH092016",2016-04-19,2016-05-19,NA,NA,30,2016-07-12,2016-08-23,NA,NA,42,72,2
"596","GFH","GFH10",2016,"GFH102016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,5
"597","GFH","GFH11",2016,"GFH112016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,13
"598","GFH","GFH12",2016,"GFH122016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,4
"599","GFH","GFH13",2016,"GFH132016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,4
"600","GFH","GFH14",2016,"GFH142016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,7
"601","GFH","GFH15",2016,"GFH152016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,30
"602","GFH","GFH16",2016,"GFH162016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,8
"603","HAR","HAR01",2016,"HAR012016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,12
"604","HAR","HAR02",2016,"HAR022016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,0
"605","HAR","HAR03",2016,"HAR032016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,7
"606","HAR","HAR04",2016,"HAR042016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,2
"607","HAR","HAR05",2016,"HAR052016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,12
"608","HAR","HAR06",2016,"HAR062016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,254
"609","HAR","HAR07",2016,"HAR072016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,9
"610","HAR","HAR08",2016,"HAR082016",2016-04-18,2016-05-30,2016-05-02,2016-05-17,27,2016-07-11,2016-08-22,2016-07-25,2016-08-08,28,55,3
"611","HAR","HAR09",2016,"HAR092016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,4
"612","HAR","HAR10",2016,"HAR102016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,2016-07-25,2016-08-08,28,70,17
"613","HAR","HAR11",2016,"HAR112016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-08,NA,NA,28,70,1
"614","HAR","HAR12",2016,"HAR122016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-07-25,NA,NA,14,56,6
"615","HAR","HAR13",2016,"HAR132016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,10
"616","HAR","HAR14",2016,"HAR142016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,2016-07-25,2016-08-08,28,70,17
"617","HAR","HAR15",2016,"HAR152016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,45
"618","HAR","HAR16",2016,"HAR162016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,17
"619","SIP","SIP01",2016,"SIP012016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,4
"620","SIP","SIP02",2016,"SIP022016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,1
"621","SIP","SIP03",2016,"SIP032016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,1
"622","SIP","SIP05",2016,"SIP052016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,1
"623","SIP","SIP06",2016,"SIP062016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-09,NA,NA,28,70,2
"624","SIP","SIP07",2016,"SIP072016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,4
"625","SIP","SIP08",2016,"SIP082016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,0
"626","SIP","SIP09",2016,"SIP092016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,0
"627","SIP","SIP10",2016,"SIP102016",2016-04-19,2016-05-19,NA,NA,30,2016-07-12,2016-08-23,2016-07-26,2016-08-09,28,58,3
"628","SIP","SIP11",2016,"SIP112016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,4
"629","SIP","SIP12",2016,"SIP122016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,8
"630","SIP","SIP13",2016,"SIP132016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,0
"631","SIP","SIP14",2016,"SIP142016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,6
"632","SIP","SIP15",2016,"SIP152016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,6
"633","SIP","SIP16",2016,"SIP162016",2016-04-19,2016-05-31,NA,NA,42,2016-07-12,2016-08-23,NA,NA,42,84,3
"634","SST","SST01",2016,"SST012016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-10,NA,NA,28,70,0
"635","SST","SST02",2016,"SST022016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-10,NA,NA,28,70,1
"636","SST","SST03",2016,"SST032016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,8
"637","SST","SST04",2016,"SST042016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,38
"638","SST","SST05",2016,"SST052016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,4
"639","SST","SST06",2016,"SST062016",2016-04-20,2016-06-01,2016-05-04,2016-05-18,28,2016-07-13,2016-08-24,NA,NA,42,70,3
"640","SST","SST07",2016,"SST072016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,4
"641","SST","SST08",2016,"SST082016",2016-04-20,2016-05-18,NA,NA,28,2016-07-13,2016-08-24,NA,NA,42,70,15
"642","SST","SST09",2016,"SST092016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,2
"643","SST","SST10",2016,"SST102016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,11
"644","SST","SST11",2016,"SST112016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,2
"645","SST","SST12",2016,"SST122016",2016-04-20,2016-05-18,NA,NA,28,2016-07-13,2016-08-24,NA,NA,42,70,2
"646","SST","SST13",2016,"SST132016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,4
"647","SST","SST14",2016,"SST142016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,8
"648","SST","SST15",2016,"SST152016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,0
"649","SST","SST16",2016,"SST162016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,6
"650","WAN","WAN01",2016,"WAN012016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,19
"651","WAN","WAN02",2016,"WAN022016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,16
"652","WAN","WAN03",2016,"WAN032016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,11
"653","WAN","WAN04",2016,"WAN042016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,8
"654","WAN","WAN05",2016,"WAN052016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,8
"655","WAN","WAN06",2016,"WAN062016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,10
"656","WAN","WAN07",2016,"WAN072016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,8
"657","WAN","WAN08",2016,"WAN082016",2016-04-18,2016-05-30,NA,NA,42,2016-07-25,2016-08-22,NA,NA,28,70,3
"658","WAN","WAN09",2016,"WAN092016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,24
"659","WAN","WAN10",2016,"WAN102016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,18
"660","WAN","WAN11",2016,"WAN112016",2016-04-18,2016-05-30,NA,NA,42,2016-07-25,2016-08-08,NA,NA,14,56,1
"661","WAN","WAN12",2016,"WAN122016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,6
"662","WAN","WAN13",2016,"WAN132016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,2016-07-25,2016-08-08,28,70,15
"663","WAN","WAN14",2016,"WAN142016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-08,NA,NA,28,70,6
"664","WAN","WAN15",2016,"WAN152016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-22,NA,NA,42,84,4
"665","WAN","WAN16",2016,"WAN162016",2016-04-18,2016-05-30,NA,NA,42,2016-07-11,2016-08-08,NA,NA,28,70,1
"666","FBG","FBG01",2017,"FBG012017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,14
"667","FBG","FBG02",2017,"FBG022017",2017-05-17,2017-05-31,NA,NA,14,2017-07-26,2017-09-06,NA,NA,42,56,16
"668","FBG","FBG03",2017,"FBG032017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,2
"669","FBG","FBG04",2017,"FBG042017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,7
"670","FBG","FBG05",2017,"FBG052017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,16
"671","FBG","FBG06",2017,"FBG062017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,34
"672","FBG","FBG07",2017,"FBG072017",NA,NA,NA,NA,NA,2017-07-26,2017-09-06,NA,NA,42,NA,41
"673","FBG","FBG08",2017,"FBG082017",NA,NA,NA,NA,NA,2017-07-26,2017-09-06,NA,NA,42,NA,0
"674","FBG","FBG09",2017,"FBG092017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,4
"675","FBG","FBG10",2017,"FBG102017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,13
"676","FBG","FBG11",2017,"FBG112017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-08-09,NA,NA,14,55,11
"677","FBG","FBG12",2017,"FBG122017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,15
"678","FBG","FBG13",2017,"FBG132017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,57
"679","FBG","FBG14",2017,"FBG142017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,6
"680","FBG","FBG15",2017,"FBG152017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,7
"681","FBG","FBG16",2017,"FBG162017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,8
"682","GFH","GFH01",2017,"GFH012017",2017-04-19,2017-05-30,NA,NA,41,2017-08-22,2017-09-05,NA,NA,14,55,3
"683","GFH","GFH02",2017,"GFH022017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,1
"684","GFH","GFH03",2017,"GFH032017",NA,NA,NA,NA,NA,2017-07-25,2017-09-05,NA,NA,42,NA,7
"685","GFH","GFH04",2017,"GFH042017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,14
"686","GFH","GFH05",2017,"GFH052017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,28
"687","GFH","GFH06",2017,"GFH062017",2017-04-19,2017-05-30,NA,NA,41,2017-08-08,2017-09-05,NA,NA,28,69,0
"688","GFH","GFH07",2017,"GFH072017",2017-04-19,2017-05-30,NA,NA,41,2017-08-08,2017-09-05,NA,NA,28,69,14
"689","GFH","GFH08",2017,"GFH082017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,4
"690","GFH","GFH09",2017,"GFH092017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,2
"691","GFH","GFH10",2017,"GFH102017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,2017-08-08,2017-08-22,28,69,4
"692","GFH","GFH11",2017,"GFH112017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,17
"693","GFH","GFH12",2017,"GFH122017",NA,NA,NA,NA,NA,2017-07-25,2017-09-05,2017-08-08,2017-08-22,28,NA,4
"694","GFH","GFH13",2017,"GFH132017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,16
"695","GFH","GFH14",2017,"GFH142017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,4
"696","GFH","GFH15",2017,"GFH152017",NA,NA,NA,NA,NA,2017-07-25,2017-09-05,2017-08-08,2017-08-22,28,NA,2
"697","GFH","GFH16",2017,"GFH162017",NA,NA,NA,NA,NA,2017-08-08,2017-09-05,NA,NA,28,NA,2
"698","HAR","HAR01",2017,"HAR012017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-09-04,NA,NA,42,83,5
"699","HAR","HAR02",2017,"HAR022017",NA,NA,NA,NA,NA,2017-07-24,2017-09-04,NA,NA,42,NA,2
"700","HAR","HAR03",2017,"HAR032017",NA,NA,NA,NA,NA,2017-07-24,2017-09-04,NA,NA,42,NA,9
"701","HAR","HAR04",2017,"HAR042017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-08-21,NA,NA,28,69,0
"702","HAR","HAR05",2017,"HAR052017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-09-04,NA,NA,42,83,24
"703","HAR","HAR06",2017,"HAR062017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-09-04,NA,NA,42,83,13
"704","HAR","HAR07",2017,"HAR072017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-09-04,NA,NA,42,83,6
"705","HAR","HAR08",2017,"HAR082017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-09-04,NA,NA,42,83,10
"706","HAR","HAR09",2017,"HAR092017",NA,NA,NA,NA,NA,2017-08-07,2017-09-04,NA,NA,28,NA,17
"707","HAR","HAR10",2017,"HAR102017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-09-04,NA,NA,42,83,50
"708","HAR","HAR11",2017,"HAR112017",2017-04-18,2017-05-29,NA,NA,41,2017-08-07,2017-09-04,NA,NA,28,69,12
"709","HAR","HAR12",2017,"HAR122017",2017-04-18,2017-05-29,2017-05-02,2017-05-15,28,2017-08-07,2017-09-04,NA,NA,28,56,6
"710","HAR","HAR13",2017,"HAR132017",NA,NA,NA,NA,NA,2017-07-24,2017-09-04,NA,NA,42,NA,19
"711","HAR","HAR14",2017,"HAR142017",NA,NA,NA,NA,NA,2017-07-24,2017-09-04,NA,NA,42,NA,62
"712","HAR","HAR15",2017,"HAR152017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-09-04,NA,NA,42,83,43
"713","HAR","HAR16",2017,"HAR162017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-09-04,NA,NA,42,83,20
"714","SIP","SIP01",2017,"SIP012017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,2017-08-08,2017-08-22,28,69,3
"715","SIP","SIP02",2017,"SIP022017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,0
"716","SIP","SIP03",2017,"SIP032017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-08-22,NA,NA,28,69,1
"717","SIP","SIP05",2017,"SIP052017",2017-04-19,2017-05-30,NA,NA,41,2017-08-08,2017-08-22,NA,NA,14,55,1
"718","SIP","SIP06",2017,"SIP062017",2017-05-30,2017-06-13,NA,NA,14,2017-07-25,2017-09-05,NA,NA,42,56,2
"719","SIP","SIP07",2017,"SIP072017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,2
"720","SIP","SIP08",2017,"SIP082017",2017-04-19,2017-06-13,2017-05-03,2017-05-16,42,2017-07-25,2017-09-05,NA,NA,42,84,0
"721","SIP","SIP09",2017,"SIP092017",2017-04-19,2017-06-13,NA,NA,55,2017-07-25,2017-09-05,NA,NA,42,97,2
"722","SIP","SIP10",2017,"SIP102017",2017-05-30,2017-06-13,NA,NA,14,2017-07-25,2017-09-05,NA,NA,42,56,3
"723","SIP","SIP11",2017,"SIP112017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,11
"724","SIP","SIP12",2017,"SIP122017",2017-04-19,2017-06-13,NA,NA,55,2017-07-25,2017-09-05,NA,NA,42,97,5
"725","SIP","SIP13",2017,"SIP132017",2017-04-19,2017-05-30,NA,NA,41,2017-07-25,2017-09-05,NA,NA,42,83,0
"726","SIP","SIP14",2017,"SIP142017",2017-04-19,2017-05-30,NA,NA,41,2017-08-08,2017-09-05,NA,NA,28,69,0
"727","SIP","SIP15",2017,"SIP152017",2017-05-30,2017-06-13,NA,NA,14,2017-07-25,2017-09-05,NA,NA,42,56,23
"728","SIP","SIP16",2017,"SIP162017",2017-05-30,2017-06-13,NA,NA,14,2017-07-25,2017-08-22,NA,NA,28,42,1
"729","SST","SST01",2017,"SST012017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,3
"730","SST","SST02",2017,"SST022017",NA,NA,NA,NA,NA,2017-07-26,2017-09-06,NA,NA,42,NA,6
"731","SST","SST03",2017,"SST032017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,84
"732","SST","SST04",2017,"SST042017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,119
"733","SST","SST05",2017,"SST052017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-08-23,NA,NA,28,69,0
"734","SST","SST06",2017,"SST062017",NA,NA,NA,NA,NA,2017-07-26,2017-09-06,NA,NA,42,NA,6
"735","SST","SST07",2017,"SST072017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,7
"736","SST","SST08",2017,"SST082017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,52
"737","SST","SST09",2017,"SST092017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-09-06,NA,NA,42,83,5
"738","SST","SST10",2017,"SST102017",NA,NA,NA,NA,NA,2017-07-26,2017-09-06,NA,NA,42,NA,0
"739","SST","SST11",2017,"SST112017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-08-09,NA,NA,14,55,0
"740","SST","SST12",2017,"SST122017",2017-04-20,2017-05-31,NA,NA,41,2017-07-26,2017-08-23,NA,NA,28,69,13
"741","SST","SST13",2017,"SST132017",2017-04-20,2017-05-31,NA,NA,41,2017-08-09,2017-09-06,NA,NA,28,69,3
"742","SST","SST14",2017,"SST142017",2017-04-20,2017-05-31,NA,NA,41,2017-08-09,2017-09-06,NA,NA,28,69,8
"743","SST","SST15",2017,"SST152017",2017-04-20,2017-05-04,NA,NA,14,2017-07-26,2017-09-06,NA,NA,42,56,2
"744","SST","SST16",2017,"SST162017",2017-05-04,2017-05-31,NA,NA,27,2017-07-26,2017-09-06,NA,NA,42,69,18
"745","WAN","WAN01",2017,"WAN012017",2017-05-15,2017-05-29,NA,NA,14,2017-07-24,2017-09-04,NA,NA,42,56,6
"746","WAN","WAN02",2017,"WAN022017",NA,NA,NA,NA,NA,2017-07-24,2017-09-04,NA,NA,42,NA,12
"747","WAN","WAN03",2017,"WAN032017",2017-05-02,2017-05-29,NA,NA,27,2017-07-24,2017-09-04,NA,NA,42,69,6
"748","WAN","WAN04",2017,"WAN042017",2017-05-02,2017-05-15,NA,NA,13,2017-07-24,2017-09-04,NA,NA,42,55,10
"749","WAN","WAN05",2017,"WAN052017",NA,NA,NA,NA,NA,2017-07-24,2017-09-04,NA,NA,42,NA,5
"750","WAN","WAN06",2017,"WAN062017",NA,NA,NA,NA,NA,2017-07-24,2017-09-04,NA,NA,42,NA,2
"751","WAN","WAN07",2017,"WAN072017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-09-04,NA,NA,42,83,3
"752","WAN","WAN08",2017,"WAN082017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-09-04,NA,NA,42,83,4
"753","WAN","WAN09",2017,"WAN092017",2017-04-18,2017-05-29,2017-05-02,2017-05-15,28,2017-07-24,2017-09-04,NA,NA,42,70,78
"754","WAN","WAN10",2017,"WAN102017",2017-05-15,2017-05-29,NA,NA,14,2017-07-24,2017-09-04,NA,NA,42,56,34
"755","WAN","WAN11",2017,"WAN112017",2017-05-02,2017-05-29,NA,NA,27,2017-08-07,2017-08-21,NA,NA,14,41,1
"756","WAN","WAN12",2017,"WAN122017",2017-05-02,2017-05-15,NA,NA,13,2017-07-24,2017-09-04,NA,NA,42,55,13
"757","WAN","WAN13",2017,"WAN132017",2017-04-18,2017-05-29,2017-05-02,2017-05-15,28,2017-07-24,2017-09-04,NA,NA,42,70,72
"758","WAN","WAN14",2017,"WAN142017",2017-04-18,2017-05-29,NA,NA,41,2017-07-24,2017-09-04,NA,NA,42,83,48
"759","WAN","WAN15",2017,"WAN152017",2017-05-02,2017-05-29,NA,NA,27,2017-07-24,2017-09-04,NA,NA,42,69,3
"760","WAN","WAN16",2017,"WAN162017",2017-04-18,2017-05-15,NA,NA,27,2017-07-24,2017-09-04,NA,NA,42,69,2
"761","FBG","FBG01",2018,"FBG012018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,7
"762","FBG","FBG02",2018,"FBG022018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,2018-08-15,2018-08-29,28,70,31
"763","FBG","FBG03",2018,"FBG032018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,9
"764","FBG","FBG04",2018,"FBG042018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,36
"765","FBG","FBG05",2018,"FBG052018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,16
"766","FBG","FBG06",2018,"FBG062018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,11
"767","FBG","FBG07",2018,"FBG072018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,24
"768","FBG","FBG08",2018,"FBG082018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,1
"769","FBG","FBG09",2018,"FBG092018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,3
"770","FBG","FBG10",2018,"FBG102018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,10
"771","FBG","FBG11",2018,"FBG112018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,8
"772","FBG","FBG12",2018,"FBG122018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,25
"773","FBG","FBG13",2018,"FBG132018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,23
"774","FBG","FBG14",2018,"FBG142018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,16
"775","FBG","FBG15",2018,"FBG152018",2018-04-18,2018-05-30,NA,NA,42,2018-08-15,2018-09-12,NA,NA,28,70,13
"776","FBG","FBG16",2018,"FBG162018",2018-04-18,2018-05-30,NA,NA,42,2018-08-01,2018-09-12,NA,NA,42,84,15
"777","GFH","GFH01",2018,"GFH012018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,2018-08-17,2018-08-30,29,71,2
"778","GFH","GFH02",2018,"GFH022018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-08-30,NA,NA,28,70,1
"779","GFH","GFH04",2018,"GFH042018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,NA,NA,42,84,7
"780","GFH","GFH05",2018,"GFH052018",2018-04-17,2018-05-29,NA,NA,42,2018-08-02,2018-09-13,2018-08-17,2018-08-30,29,71,5
